message,label
"	aplikasi aneh.setiap mau daftar mengajukan selalu tampil data kurang apa lah.seharusnya klo emg harus di perbarui.ksih tau dimana salahnya,jika tidak niat mau meminjamkan dana jngn kau persulit di sini orang yang mau pinjm bkn brti tidak bs membayar atau pun ingin di sengaja tidak bayar.buat apa tampil pinjman superbank di grab jika sulit untuk meminjam.buat apa di surh hub cs.klo penjelasannya sama aja gk masuk akal",No
"	hallo min, ini kenapa ya sayya gbisa login masuk pin salah, lupa pin udh saya coba tapi terjadi masalah gitu Mulu, tolong di bantu dong solusinya kaaa admin, saya udh email tapi selalu gtuu jawabannya ga ada solusinya",No
Aman banget nabung di aplikasi digital banking ini . login nya cepat pula dan no bayar admin club ya suka banget,No
"	aplikasi ini sangat aman bagi kalian yang sering bertransaksi nah aplikasi ini yang cocok buat kamu yang ingin bertransaksi, fitur sangat mudah dimengerti dan pelayanannya sangat cepat",No
"	semoga kedepannya lebih sukses dan mantap lagi baik dari segi aplikasi, pelayanan maupun kantor pusat atau cabang yang selalu siap menangani semua permasalahan nasabah. terima kasih",No
daftar akun langsung dari aplikasi dan prosesnya cepat banget!! ngak ribet sama sekali dan bebas biaya admin.,No
"	Mudah mendaftar dan menggunakan apk ini ya,simpel dan sangat sederhana banget dipakai ya apalagi dengan berbagai fitur-fitur yang sangat lengkap dan nyaris tanpa kendala sama sekali ya,diantara beberapa apk yang ada saat ini apk ini salah satu yang terbaik ya, menurut aku apk ini sudah sangat bagus dan nyaris tanpa kendala sama sekali, menurut aku sih apk sudah sangat bagus hanya tinggal ditambah kan beberapa fitur seperti 360 UTC untuk memudahkan menggunakan nya saat jaringan lagi kurang stabil",No
"	nabung di aplikasi ini untung banget, prosesnya cepat, tanpa biyaya admin dan banyak promo menarik",No
"	Daftar akun langsung dari aplikasi dan prosesnya cepat banget! Nggak ribet sama sekali dan bebas biaya admin.""",No
salah satu aplikasi yang cocok banget buat pengguna android. bisa transfer 200x dan bebas biaya admin.,No
"	bagi pengguna android cocok banget buat kalian. Bisa TF sampe 200x, dan bebas biaya admin lagi.",No
"	wah ga sia-sia aku mendownload aplikasi ini, semua aman, segala aktivitas pembayaran ku enak banget lah pokoknya pakai superbank ini, aku memesan apapun jadi lancar dan ga ribet deh intinya buat kalian harus wajib sih menggunakan aplikasi ini",No
jatuh cinta pandang pertama sama aplikasi ini sangat mudah dipahami *menabung keuangan jadi ke efisien *dan satu lagi loadingnya pun sangat cepat alias tidak lemot harus dikasih bintang 1000 harusnya si hihihi,No
"	spk ini user friendly, gak ribet untuk fitur yang tersedia juga sangat mudah dipahami, dan pastinya bebas biaya admin di apk ini",No
Saya merasa puas karena bisa nabung untung setiap bulan tanpa ribet berkat fitur-fitur aplikasinya yang sangat membantu dan efisien!,No
"	Ini salah satu aplikasi bank digital yang aman banget sih! Pendaftarannya mudah anti ribet, dan so far seneng pakai aplikasi ini!",No
"	superbank aplikasi digital banking yang bikin kamu bisa nabung untung,ga ribet dan tentunya aman",No
"	Aplikasi Super Bank luar biasa mudah digunakan! Navigasi yang intuitif dan desain yang bersih membuat transaksi perbankan menjadi cepat dan efisien. Bahkan bagi saya yang kurang familiar dengan aplikasi perbankan digital, aplikasi ini sangat mudah dipelajari.",No
"	aplikasi ini bagus banget, cocok buat kita yang suka transfer tanpa ribet. pokonya aman banget dehhh",No
"	nabung untung. banyak keuntungan yang bisa di dapat. mudah, simple, nggak ribet dan kekinian. sesuai dengan gaya jaman sekarang.",No
"	superbank adalah: aplikasi ""digital banking"" yang daftarnya langsung di dalam aplikasi: mudah,cepat banget dan ngk ribet sedikitpun mempermudah kita untuk menabung dan lain-lain. cocok untuk semua penguna",No
"	Sesuai dengan slogannya “Cuma SuperNank cepat, untuk aman dan mudah” emang secepat itu prosesnya dari mulai registrasi bikin akun, sampai kalo mau ngaji in pinjaman, dan aplikasi gk ribet gampang digunakan mantap lah.",No
"	mantap superbank aplikasi gampang banget ga bikin ribet sama sekali,buat aku yang ribet,semenjak download superbank bikin semua nya mudah dan simple🫶",No
"	Sudah beberapa hari pakai aplikasi digital banking ini, sejauh ini pengalaman saya sangat memuaskan. Semua transaksi berjalan lancar, fitur-fiturnya lengkap, dan yang paling penting, saya merasa aman banget setiap kali bertransaksi. Cocok buat yang butuh layanan keuangan praktis tanpa ribet! terimakasih superbank",No
"	Aplikasi digital banking seperti Superbank sangat membantu di era sekarang. Praktis, tanpa ribet ke bank, dan semua kebutuhan finansial bisa diakses dari genggaman. Fitur-fitur canggihnya juga terus diperbarui!",No
terlalu ribet harus pake kunci segala kunci dari pola pin hingga sidikjari. annda mau ngasih pinjeman apa mau ngrbajak hp kami?,No
"Aplikasinya tidak terlalu terpakai, waktu ngehubungin cs di live chat buat tutup akun penanganannya lama bgt bertele-tele, mana top up nya mahal, mending gausah pake deh.",Yes
"	Aplikasi bank ini sangat mudah digunakan dan sangat membantu dalam mengelola keuangan saya. Transaksi cepat dan aman. Sangat direkomendasikan!"" ""Saya suka antarmuka aplikasi yang bersih dan intuitif. Semua fitur yang saya butuhkan tersedia dengan mudah. Pelayanan pelanggan juga sangat responsif."" ""Aplikasi ini sangat membantu saya dalam mengatur anggaran dan melacak pengeluaran. Fitur notifikasi sangat berguna untuk menghindari keterlambatan pembayaran.""",No
"	Superbank ini aman banget! Sebagai aplikasi digital banking, fiturnya lengkap dan mudah digunakan. Transaksi cepat, nggak ribet, dan yang paling penting, keamanannya bikin tenang setiap kali pakai. Cocok banget buat yang cari layanan perbankan digital yang praktis dan terpercaya!",No
jeelleekkkk... pelayanan lambat. nyesel saya download nya,Yes
"	Terbaik dan sangat nyaman ya saat menggunakan nya melakukan berbagai transaksi digital,simpel dan sangat mudah ya ketika dipakai dengan berbagai manfaat yang bisa kita dapatkan dengan menggunakan apk ini sendiri,pengalaman ketika menggunakan apk nya sih nyaris tanpa kendala sama sekali ngga ada bug iklan ataupun lemot sehingga dapat mengganggu saat menggunakan apk nya,salah satu apk terbaik yang pernah ada saat ini.",No
pengoperasian aplikasi nya sangat mudah dan difahami..........,No
"        aplikasi buruk. buat akun superbank dari upgrade ovo. tiba tiba di blokir. sudah buat laporan ternyata di tanya terkait produk superbanknya, ada buka rekening ini itu, deposito dll. ya mana gua tahu, padahal itu hanya upgrade dari ovo dan cuman pakai 1 mingguan doang mana kita buka hanya di weekend. sudah lah saya relakan saldo saya di superbank. kalo integrasi system belum bagus, kalian benahii dulu jangan menyusahkan pelanggan.",No
"sampah cs lama slowresp, sama kocaknya kayak ovo. REDFLAG",Yes
"	Bagian pengenalan wajah dipersulit blok, di bkin ngelagg, ga jls, gua mau dftr buat nabung malah kek gni,",No
"	terlalu ribet untuk pengajuan pinjaman,1 jt aja kayak mau pinjem 1 M syarat nya,gak pantes lah kalau nama nya superbank,ganti aja lah jadi ruwetbank",No
"	transaksi aman,, transfer juga mudah selagi gratisan kirim masih ada,belum tau kalo gratisan sudah abis,, 😅 pengoperasian juga sangat mudah selama pemakaian tidak ada eror pada aplikasi 👍🏻",No
"	jangan download aplikasi ini penipuan. saya dikirim link dan dia kasih tau kalau saya bisa dapat pinjaman pas, eh pas saya ajukan ternyata di tolak dan waktu saya suruh penutupan akun dipersulit",No
"	dichat saya melalui whatsapp dan dia bilang bisa dapat pinjaman pas ehh pas saya sudah ajukan ternyata gagal tidak sesuai dengan omongan dia, saya suruh penutupan akun dipersulit",No
"	respon Masi kurang baik, kalau bisa pengajuan pembukaan blokir akun di percepat dan di tanggapi dengan serius",No
sejauh ini masih aman..daftar GX ribet..tinggal nunggu fitur PAS muncul..lsemoga tidak lama lagi fitur as nya muncul..,No
"hati-hati guys yamg mau pakai aplikasi penghubung SUPERBANK di OVO, proses komplain lama dan saat ditelpon CS berbelit-belit alasan pihak ke 3 dll. HP diblokir padahal Android A06 alasan tidak kompatibel dan rekening di blokir tanpa alasan jelas, DAN INGAT GUYS SELALU DI HARI SABTU / MINGGU agar kalian gak bisa mampir OJK.",Yes
kecewa .... ga bisa masuk ke aplikasinya malah disuruh call super center nyaa... all hasil saldo ku abisin dan ga pakai lagi aplikasi Nya....,No
"	pendaftaran saya ditolak dengan masalah informasi data tidak sesuai , saya kira mendaftar mudah ternyata ribet , tolong hapus data ktp saya",No
"	semoga cepat ada limit nya, soalnya lagi butuh buat biaya operasi orang tua, sudah pake supebank buat transksi selama 4bulan ini. sunarsih 08**[{$ENCRYPTED-DATA$}]😭😭",No
kecewa banget min uang masih ada di dalem superbank tapi lupa sandi masuk nya belum di urusin sampe sekarang kecewa berat,No
awalnya kartu saya hilang mau ganti nomor di suruh blokir sementara aja.. terus skrg mau aktifkan pulsa saya udah habis 100ribu!! gak ad solusi.. alasan saya ga bisa mengingat transaksi terakhir.. tololll kali customer service nya mana ingat2 udah bulan lalu kejadian nya.. menyesal saya.. itu akun superbank bersambung ke grab merchant!!! kek mana saya mau jualan kek gini..!!! parah x betul menyesal saya.. dr grab pun susah ganti rekening..!!!! aneh padahal bisa foto KTP dan selfi.. memperibet!!,No
"	pendaftaran saya ditolak dengan masalah informasi data tidak sesuai , saya kira mendaftar mudah ternyata ribet , tolong hapus data ktp saya *update saya telah berhasil mendaftar terimakasih",No
pengajuan pinjaman hanya untuk org terpilih saja.. macam pemilu... tidak sesuai dgn pemberitahuan dari OVO... kecewa cok,No
awalnya kartu saya hilang mau ganti nomor di suruh blokir sementara aja.. terus skrg mau aktifkan pulsa saya udah habis 100ribu!! gak ad solusi.. alasan saya ga bisa mengingat transaksi terakhir.. aneh kali customer service nya mana ingat2 udah bulan lalu kejadian nya.. menyesal saya.. itu akun superbank bersambung ke grab merchant!!! kek mana saya mau jualan kek gini..!!! parah x betul menyesal saya.. dr grab pun susah ganti rekening..!!!! aneh padahal bisa foto KTP dan selfi.. memperibet!!,Yes
"	daftarnya cepet, gak ribet dan pastinya aman banget. yang mau nabung untung mending download deh kata gua mah",No
"	gampang banget daftar nya langsung dari aplikasi dan gak ribet, free guys gak ada biaya sama sekali",No
"	Suka banget sama Superbank! Aplikasi digital banking yang ringan, aman, dan pas buat kamu yang mau nabung untung tanpa ribet.",No
"	Superbank bener-bener bikin urusan keuangan jadi lebih mudah dan aman. Suka banget sama fitur Celengan dan Deposito-nya, bunganya tinggi sampai 10% p.a.! Proses nabung dan transaksi juga gampang banget tinggal scan QRIS, nggak pakai ribet. Ditambah lagi bebas biaya transfer dan admin sampai 200 kali sebulan. Sudah diawasi OJK dan LPS juga, jadi makin tenang.",No
"	Aplikasinya ngebantu banget sih! Baru install di Android langsung bisa daftar, prosesnya cepet parah, gak pake ribet sama sekali",No
"	Baru nyoba aplikasinya dan langsung jatuh cinta 😭 Transfer bisa sampe 200x gratis, daftar cepet, ga ribet, dan pastinya aman banget.. Nabung Untung tuh real bukan gimmick",No
"	pengalaman menggunakan SuperBank puas bgt , daftar akun dari aplikasinya gampang dan ribet , prosesnya cepat selain itu fitur fitur yg tersedia juga lengkap , definisi nabung untung ya di SuperBank",No
"	buset, bnyak banget promo promo dan ga ribet sama sekali aman bangettt si apk ini, anak kost friendly🫶😍",No
"	Daftar gampang langsung dari aplikasi, gak ribet sama sekali. Digital banking yang aman dan terpercaya!",No
"	selama pakai aplikasi ini ga ada kekurangan, semuanya berjalan dgn lancarr dan alhamdulillah aplikasinya aman banget",No
"	Cocok banget untuk pengguna Android, Nggak boros baterai dan tetap lancar walaupun pakai HP dengan spesifikasi menengah. Daftar akun juga super gampang, langsung dari aplikasi dan nggak ribet sama sekali. Apalagi ada 200x free transfer dan bebas biaya admin. Nabung jadi makin untung",No
"	pertama kali pakai aplikasi ini,pas daftar akun tuh gampang banget,gak ribet sama sekali,super recommend sekali superbank ini",No
"	Ni app bener bener mantap, aku nabung disini untung banget udh gtu ada banyak promo promo disini.. app nya gak lelet dan no ribet banget, dan pastinya aman banget",No
"	Tampilan aplikasinya enak diliat, gak ribet, dan gampang dimengerti. Ini baru namanya aplikasi digital banking yang user-friendly banget.",No
"	Asli, ini aplikasi digital banking yang cocok buat anak muda. Praktis banget, semua bisa dari HP doang. Nabung Untung tinggal klik-klik, nggak perlu ribet. Dan pastinya sih, soal keamanan nggak main-main, Aman Banget!",No
"	Sesuai banget dengan nama aplikasinya SuperBank yaitu nabung nya untung tentunya aman dan terpercaya, prosesnya cepat tidak ribet sama sekali buat para pemula yang mau coba. recommended banget deh!.",No
Suka banget pake superbank karna sudah sangat aman banget dan gak ribet sama sekali serta bebas biaya admin juga.,No
"	Berkat fitur otomatis dan promo rutin, nabung untung sekarang bisa jalan terus tanpa ribet sama sekali",No
"	Salut banget sama developernya. Aplikasinya enteng dan optimal banget buat Android, di HP spek menengah pun lancar jaya, nggak boros baterai sama sekali. Fitur 200x gratis transfer dan bebas biaya adminnya bener-bener jadi game-changer di tengah banyaknya aplikasi yang berat dan banyak biaya tersembunyi. Proses daftar juga cepat langsung dari aplikasi. Nggak ada lagi drama lemot atau mikirin biaya admin. Wajib install!",No
"	Suka banget sama aplikasi digital banking yang satu ini! Fitur lengkap, tampilan bersih, dan yang paling penting gampang diakses. Nggak perlu ribet lagi urus keuangan.",No
"	aplikasi bagus buat nabung, terpercaya juga, aman, daftarnya mudah gak ribet, pokoknya wajib sih pake aplikasi nya",No
"	suka banget deh sama aplikasi nya, ga lemot, dan ga bikin boros batre jugaa",No
aplikasi digital banking yg super gampang untuk nabung pemula gak ribet loginnya cepet & free biaya admin juga Terima kasih superbank permudah semuanya,No
"	User friendly banget si nih Bank digital, transfer juga free admin ngga bikin hp lemot juga",No
"	Registrasi gampang, nggak ribet sama sekali. Langsung bisa pakai dalam hitungan menit.",No
"	pakai aplikasi Superbank anti lemot lancar banget, aman dan untung loh🤑",No
"	Saya sudah mencoba aplikasi Superbank dan cukup puas dengan fiturnya. Aplikasinya mudah digunakan, tampilannya sederhana dan ramah pengguna, cocok untuk yang ingin mulai menabung atau mencoba pinjaman digital. Proses pendaftaran juga cepat dan tidak ribet.",No
"	Aplikasinya bagus untuk pengguna android tidak nge-lag, proses daftar nya juga nggak ribet",No
"	Rekomen banget buat yang cari aplikasi digital banking. Aman banget dipake, stabil di Android, dan hemat kuota. Bonusnya, bisa nabung untung tanpa ribet",No
"	Superbank bukan cuma sekadar aplikasi digital banking biasa. Semuanya serba cepat, gak ribet, dan ya itu tadi… NABUNG UNTUNG beneran bikin tambah saldo tiap bulan.",No
"	Gue paling suka yang simple dan aman, dan Superbank jawab semua itu. Aplikasi digital banking yang gak ribet, bisa nabung santai tapi tetap dapet untung. Aman banget pokoknya.",No
"	Cocok buat yang mau nabung untung, daftarnya cepat dan gak ribet, dan pastinya ini aman banget",No
"	Bikin akun langsung diaplikasi tuh gak ribet gampang banget,nggak ada biaya admin lagi,,bener2 membantu sekali",No
aplikasi digital banking yg super gampang & simple bagi penabung pemula & free biaya admin jga loginnya gak ribet top pkoknya,No
"	Baru pertama kali nabung di Superbank, eh beneran nabung untung! Bunganya tinggi, gak ribet lagi urus keuangan 👍👍👍",No
"	Aplikasi digital banking yang membuat aktivitas finansial jadi praktis dan efisien. Sistemnya aman banget, ga ribet, dan yang saya suka saat nabung untungnya benar-benar menguntungkan.",No
"	superbank emang beneran aplikasi digital banking masa kini , udah pake kurang lebih sebulanan gak nyesel , soalnya saldo aman dan bunga harian tinggi , tiap hari saldo nambah 🤩🤩",No
